allergy,base,brand,calorie_calculator,category,default_dressing,description,dressing,dressing_type,id,image_url,included_dressing,menu_type,name_en,name_ko,nav_category,nutrition,nutrition_pdf,recommended_dressing,tags,toppings_text,url,vegetables
[],"파스타면, 채소",salady,"{""name"": ""고추장제육 들기름파스타 누들볼"", ""base_kcal"": 350.7, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",새로운 메뉴,오리엔탈,,"{""name"": ""오리엔탈"", ""type"": """", ""official"": ""오리엔탈""}",,124,https://salady.com:443/superboard/data/product/thumb/2038866161_9VMATkZY_87fd47c51af42620ef50c3426c56befe26dc14bb.png,,main,Gochujang Bulgogi Perilla Oil Pasta,고추장제육 들기름파스타 누들볼,새로운 메뉴,"{""메뉴"": ""고추장제육 들기름파스타 누들볼"", ""열량(kcal)"": ""350.7"", ""탄수화물(g)"": ""48.2"", ""당류(g)"": ""7.5"", ""단백질(g)"": ""17.5"", ""지방(g)"": ""10.5"", ""포화지방(g)"": ""1.8"", ""나트륨(mg)"": ""627.8""}","{""메뉴"": ""고추장제육 들기름파스타 누들볼"", ""열량(kcal)"": ""350.7"", ""탄수화물(g)"": ""48.2"", ""당류(g)"": ""7.5"", ""단백질(g)"": ""17.5"", ""지방(g)"": ""10.5"", ""포화지방(g)"": ""1.8"", ""나트륨(mg)"": ""627.8""}",,"[""NEW""]","고추장제육, 바베큐소스, 머쉬룸, 적채, 양파, 후리가케, (저당) 들기름소이",https://salady.com/menu/view_1?idx=124&ca_id=,[]
[],"파스타면, 채소",salady,"{""name"": ""고추장제육 간장메밀 누들볼"", ""base_kcal"": 412.1, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",새로운 메뉴,청양간장 소스포함(*별도 드레싱 미제공),,"{""name"": ""청양간장 소스포함"", ""type"": """", ""official"": ""청양간장 소스포함""}",,151,https://salady.com:443/superboard/data/product/thumb/2038866161_E7Vp3YzZ_4a641389599f59609d6fb2f238ee6cc46541bfea.png,,main,Gochujang Bulgogi Soy Buckwheat Noodles,고추장제육 간장메밀 누들볼,새로운 메뉴,"{""메뉴"": ""고추장제육 간장메밀 누들볼"", ""열량(kcal)"": ""412.1"", ""탄수화물(g)"": ""49.2"", ""당류(g)"": ""12.4"", ""단백질(g)"": ""20.2"", ""지방(g)"": ""15.7"", ""포화지방(g)"": ""2.8"", ""나트륨(mg)"": ""1612.0""}","{""메뉴"": ""고추장제육 간장메밀 누들볼"", ""열량(kcal)"": ""412.1"", ""탄수화물(g)"": ""49.2"", ""당류(g)"": ""12.4"", ""단백질(g)"": ""20.2"", ""지방(g)"": ""15.7"", ""포화지방(g)"": ""2.8"", ""나트륨(mg)"": ""1612.0""}",,"[""NEW""]","고추장제육, 바베큐소스, 머쉬룸, 적채, 양파, 당근라페, 참기름, 청양간장 드레싱",https://salady.com/menu/view_1?idx=151&ca_id=,[]
[],"곡물, 채소",salady,"{""name"": ""고추장제육 포케볼"", ""base_kcal"": 468.8, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",새로운 메뉴,고추장비빔,,"{""name"": ""고추장비빔"", ""type"": """", ""official"": ""고추장비빔""}",,152,https://salady.com:443/superboard/data/product/thumb/2038866161_XO7GjB9N_279a5164fbdc802b490497174bfec770df98699b.png,,main,Gochujang Bulgogi Poke,고추장제육 포케볼,새로운 메뉴,"{""메뉴"": ""고추장제육 포케볼"", ""열량(kcal)"": ""468.8"", ""탄수화물(g)"": ""70.4"", ""당류(g)"": ""9.3"", ""단백질(g)"": ""20.2"", ""지방(g)"": ""12.6"", ""포화지방(g)"": ""3.6"", ""나트륨(mg)"": ""474.1""}","{""메뉴"": ""고추장제육 포케볼"", ""열량(kcal)"": ""468.8"", ""탄수화물(g)"": ""70.4"", ""당류(g)"": ""9.3"", ""단백질(g)"": ""20.2"", ""지방(g)"": ""12.6"", ""포화지방(g)"": ""3.6"", ""나트륨(mg)"": ""474.1""}",,"[""NEW""]","고추장제육, 머쉬룸, 적채, 양파, 옥수수, 양파플레이크, 후리가케",https://salady.com/menu/view_1?idx=152&ca_id=,[]
[],채소,salady,"{""name"": ""불고기 반미 샌드위치"", ""base_kcal"": 578.7, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,크리미칠리,,"{""name"": ""크리미칠리"", ""type"": """", ""official"": ""크리미칠리""}",,149,https://salady.com:443/superboard/data/product/thumb/2038866161_dSxQez2q_d19c59898675900d365a060893ed27ff88b4f663.png,,main,Bulgogi Banh mi Sandwich,불고기 반미 샌드위치,베스트 메뉴,"{""메뉴"": ""불고기 반미 샌드위치"", ""열량(kcal)"": ""578.7"", ""탄수화물(g)"": ""61.3"", ""당류(g)"": ""14.1"", ""단백질(g)"": ""18.7"", ""지방(g)"": ""28.9"", ""포화지방(g)"": ""8.1"", ""나트륨(mg)"": ""899.0""}","{""메뉴"": ""불고기 반미 샌드위치"", ""열량(kcal)"": ""578.7"", ""탄수화물(g)"": ""61.3"", ""당류(g)"": ""14.1"", ""단백질(g)"": ""18.7"", ""지방(g)"": ""28.9"", ""포화지방(g)"": ""8.1"", ""나트륨(mg)"": ""899.0""}",,"[""BEST""]","우삼겹, 양파, 적채, 당근라페, 화이트치즈",https://salady.com/menu/view_1?idx=149&ca_id=,[]
[],채소,salady,"{""name"": ""클래식 치킨 샌드위치"", ""base_kcal"": 469.0, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,시저,,"{""name"": ""시저"", ""type"": """", ""official"": ""시저""}",,125,https://salady.com:443/superboard/data/product/thumb/2038866161_bG8Qzx3Z_1fd1c9399cf04d1ddfc750050b82c464458bde96.png,,main,Classic Chicken Sandwich,클래식 치킨 샌드위치,베스트 메뉴,"{""메뉴"": ""클래식 치킨 샌드위치"", ""열량(kcal)"": ""469.0"", ""탄수화물(g)"": ""60.8"", ""당류(g)"": ""13.3"", ""단백질(g)"": ""17.3"", ""지방(g)"": ""17.8"", ""포화지방(g)"": ""3.4"", ""나트륨(mg)"": ""733.8""}","{""메뉴"": ""클래식 치킨 샌드위치"", ""열량(kcal)"": ""469.0"", ""탄수화물(g)"": ""60.8"", ""당류(g)"": ""13.3"", ""단백질(g)"": ""17.3"", ""지방(g)"": ""17.8"", ""포화지방(g)"": ""3.4"", ""나트륨(mg)"": ""733.8""}",,"[""BEST""]","시즈닝 닭가슴살, 크랜베리, 토마토, 화이트치즈",https://salady.com/menu/view_1?idx=125&ca_id=,[]
[],"곡물, 채소",salady,"{""name"": ""그라브락스 연어 포케볼"", ""base_kcal"": 461.3, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,(저당) 참깨소이,,"{""name"": ""(저당) 참깨소이"", ""type"": """", ""official"": ""(저당) 참깨소이""}",,113,https://salady.com:443/superboard/data/product/thumb/2038866161_lmidSNn9_77de7ed5d9dfc0b939a942e249e86c98236392b5.png,,main,Gravlax Salmon Poke,그라브락스 연어 포케볼,베스트 메뉴,"{""메뉴"": ""그라브락스 연어 포케볼"", ""열량(kcal)"": ""461.3"", ""탄수화물(g)"": ""62.5"", ""당류(g)"": ""4.4"", ""단백질(g)"": ""22.0"", ""지방(g)"": ""14.0"", ""포화지방(g)"": ""3.1"", ""나트륨(mg)"": ""577.1""}","{""메뉴"": ""그라브락스 연어 포케볼"", ""열량(kcal)"": ""461.3"", ""탄수화물(g)"": ""62.5"", ""당류(g)"": ""4.4"", ""단백질(g)"": ""22.0"", ""지방(g)"": ""14.0"", ""포화지방(g)"": ""3.1"", ""나트륨(mg)"": ""577.1""}",,"[""BEST"", ""LOW SUGAR""]","그라브락스 연어, 양파플레이크, 양파, 적채, 후리가케, 옥수수, 엑스트라버진 올리브오일",https://salady.com/menu/view_1?idx=113&ca_id=,[]
[],"곡물, 채소",salady,"{""name"": ""칠리베이컨 곡물랩"", ""base_kcal"": 730.4, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,크리미칠리,,"{""name"": ""크리미칠리"", ""type"": """", ""official"": ""크리미칠리""}",,57,https://salady.com:443/superboard/data/product/thumb/2038866161_buiHj4vQ_dca3231a61b98cfbdd667bee916b51a8cf9a858c.png,,main,Chilli Bacon Grain Wrap,칠리베이컨 곡물랩,베스트 메뉴,"{""메뉴"": ""칠리베이컨 곡물랩"", ""열량(kcal)"": ""730.4"", ""탄수화물(g)"": ""75.5"", ""당류(g)"": ""12.9"", ""단백질(g)"": ""21.5"", ""지방(g)"": ""37.6"", ""포화지방(g)"": ""10.9"", ""나트륨(mg)"": ""1067.1""}","{""메뉴"": ""칠리베이컨 곡물랩"", ""열량(kcal)"": ""730.4"", ""탄수화물(g)"": ""75.5"", ""당류(g)"": ""12.9"", ""단백질(g)"": ""21.5"", ""지방(g)"": ""37.6"", ""포화지방(g)"": ""10.9"", ""나트륨(mg)"": ""1067.1""}",,"[""BEST""]","에그, 칩베이컨, 옥수수, 양파플레이크",https://salady.com/menu/view_1?idx=57&ca_id=,[]
[],채소,salady,"{""name"": ""멕시칸 랩"", ""base_kcal"": 607.4, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 0.0, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,크리미칠리,,"{""name"": ""크리미칠리"", ""type"": """", ""official"": ""크리미칠리""}",,53,https://salady.com:443/superboard/data/product/thumb/2038866161_PhGYkOcZ_cea528eb358900f920ef1e9e9f1abb547cafc6ff.png,,main,Mexican Wrap,멕시칸 랩,베스트 메뉴,"{""메뉴"": ""멕시칸 랩"", ""열량(kcal)"": ""607.4"", ""탄수화물(g)"": ""52.5"", ""당류(g)"": ""10.9"", ""단백질(g)"": ""19.4"", ""지방(g)"": ""35.1"", ""포화지방(g)"": ""9.9"", ""나트륨(mg)"": ""931.2""}","{""메뉴"": ""멕시칸 랩"", ""열량(kcal)"": ""607.4"", ""탄수화물(g)"": ""52.5"", ""당류(g)"": ""10.9"", ""단백질(g)"": ""19.4"", ""지방(g)"": ""35.1"", ""포화지방(g)"": ""9.9"", ""나트륨(mg)"": ""931.2""}",,"[""BEST""]","그라운드비프, 나쵸칩, 사워크림",https://salady.com/menu/view_1?idx=53&ca_id=,[]
[],"곡물, 채소",salady,"{""name"": ""칠리베이컨 포케볼"", ""base_kcal"": 485.2, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,크리미칠리,,"{""name"": ""크리미칠리"", ""type"": """", ""official"": ""크리미칠리""}",,45,https://salady.com:443/superboard/data/product/thumb/2038866161_4cXO37fv_aa7a4de62729d6245568d79483f34173f00a96ba.png,,main,Chilli Bacon Poke,칠리베이컨 포케볼,베스트 메뉴,"{""메뉴"": ""칠리베이컨 포케볼"", ""열량(kcal)"": ""485.2"", ""탄수화물(g)"": ""61.7"", ""당류(g)"": ""4.5"", ""단백질(g)"": ""18.7"", ""지방(g)"": ""18.0"", ""포화지방(g)"": ""5.9"", ""나트륨(mg)"": ""268.1""}","{""메뉴"": ""칠리베이컨 포케볼"", ""열량(kcal)"": ""485.2"", ""탄수화물(g)"": ""61.7"", ""당류(g)"": ""4.5"", ""단백질(g)"": ""18.7"", ""지방(g)"": ""18.0"", ""포화지방(g)"": ""5.9"", ""나트륨(mg)"": ""268.1""}",,"[""BEST""]","찹베이컨, 에그, 옥수수, 양파플레이크, 양파, 적채, 후리가케",https://salady.com/menu/view_1?idx=45&ca_id=,[]
[],채소,salady,"{""name"": ""로스트닭다리살 샐러디"", ""base_kcal"": 259.2, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,크리미할라피뇨,,"{""name"": ""크리미할라피뇨"", ""type"": """", ""official"": ""크리미할라피뇨""}",,62,https://salady.com:443/superboard/data/product/thumb/2038866161_DcRdGeMt_74e2560d1de479977fae4f87a15c937483bec320.png,,main,Roast Chicken Thigh Salady,로스트닭다리살 샐러디,베스트 메뉴,"{""메뉴"": ""로스트닭다리살 샐러디"", ""열량(kcal)"": ""259.2"", ""탄수화물(g)"": ""29.7"", ""당류(g)"": ""12.2"", ""단백질(g)"": ""13.2"", ""지방(g)"": ""9.6"", ""포화지방(g)"": ""3.9"", ""나트륨(mg)"": ""471.9""}","{""메뉴"": ""로스트닭다리살 샐러디"", ""열량(kcal)"": ""259.2"", ""탄수화물(g)"": ""29.7"", ""당류(g)"": ""12.2"", ""단백질(g)"": ""13.2"", ""지방(g)"": ""9.6"", ""포화지방(g)"": ""3.9"", ""나트륨(mg)"": ""471.9""}",,"[""BEST""]","로스트 닭다리살, 단호박, 토마토, 양파, 옥수수, 할라피뇨,양파플레이크",https://salady.com/menu/view_1?idx=62&ca_id=,[]
[],채소,salady,"{""name"": ""그라브락스 연어 샐러디"", ""base_kcal"": 290.3, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,(저당) 레몬허브,,"{""name"": ""(저당) 레몬허브"", ""type"": """", ""official"": ""(저당) 레몬허브""}",,44,https://salady.com:443/superboard/data/product/thumb/2038866161_iZzhbpGV_297ad490fed31a52e7f3b2787585b9b936236de8.png,,main,Gravlax Salmon Salady,그라브락스 연어 샐러디,베스트 메뉴,"{""메뉴"": ""그라브락스 연어 샐러디"", ""열량(kcal)"": ""290.3"", ""탄수화물(g)"": ""6.4"", ""당류(g)"": ""3.7"", ""단백질(g)"": ""20.8"", ""지방(g)"": ""19.8"", ""포화지방(g)"": ""3.5"", ""나트륨(mg)"": ""441.0""}","{""메뉴"": ""그라브락스 연어 샐러디"", ""열량(kcal)"": ""290.3"", ""탄수화물(g)"": ""6.4"", ""당류(g)"": ""3.7"", ""단백질(g)"": ""20.8"", ""지방(g)"": ""19.8"", ""포화지방(g)"": ""3.5"", ""나트륨(mg)"": ""441.0""}",,"[""BEST"", ""LOW SUGAR""]","그라브락스 연어, 에그, 양파, 당근라페, 엑스트라버진 올리브오일",https://salady.com/menu/view_1?idx=44&ca_id=,[]
[],"메밀면, 채소",salady,"{""name"": ""우삼겹메밀면 누들볼"", ""base_kcal"": 406.6, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,오리엔탈,,"{""name"": ""오리엔탈"", ""type"": """", ""official"": ""오리엔탈""}",,39,https://salady.com:443/superboard/data/product/thumb/2038866161_u8amJgvc_0671d001efbce41641cf6f59875820e5a2b1d250.png,,main,Beef Loin Buckwheat Noodles,우삼겹메밀면 누들볼,베스트 메뉴,"{""메뉴"": ""우삼겹메밀면 누들볼"", ""열량(kcal)"": ""406.6"", ""탄수화물(g)"": ""36.1"", ""당류(g)"": ""5.0"", ""단백질(g)"": ""18.0"", ""지방(g)"": ""21.2"", ""포화지방(g)"": ""6.1"", ""나트륨(mg)"": ""350.3""}","{""메뉴"": ""우삼겹메밀면 누들볼"", ""열량(kcal)"": ""406.6"", ""탄수화물(g)"": ""36.1"", ""당류(g)"": ""5.0"", ""단백질(g)"": ""18.0"", ""지방(g)"": ""21.2"", ""포화지방(g)"": ""6.1"", ""나트륨(mg)"": ""350.3""}",,"[""BEST""]","우삼겹, 적채, 양파, 견과류",https://salady.com/menu/view_1?idx=39&ca_id=,[]
[],채소,salady,"{""name"": ""타코 쉬림프 랩"", ""base_kcal"": 501.1, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 0.0, ""buckwheat"": 67.9, ""noodles"": 100.05}}",베스트 메뉴,허니머스타드,,"{""name"": ""허니머스타드"", ""type"": """", ""official"": ""허니머스타드""}",,147,https://salady.com:443/superboard/data/product/thumb/2038866161_jZW1sk6z_b6396ed6181d474d9b8869fb61aa0792b7e4dc3a.png,,main,Taco Shrimp,타코 쉬림프 랩,베스트 메뉴,"{""메뉴"": ""타코 쉬림프 랩"", ""열량(kcal)"": ""501.1"", ""탄수화물(g)"": ""59.4"", ""당류(g)"": ""15.5"", ""단백질(g)"": ""15.4"", ""지방(g)"": ""22.4"", ""포화지방(g)"": ""6.0"", ""나트륨(mg)"": ""1123.1""}","{""메뉴"": ""타코 쉬림프 랩"", ""열량(kcal)"": ""501.1"", ""탄수화물(g)"": ""59.4"", ""당류(g)"": ""15.5"", ""단백질(g)"": ""15.4"", ""지방(g)"": ""22.4"", ""포화지방(g)"": ""6.0"", ""나트륨(mg)"": ""1123.1""}",,"[""BEST""]","케이준 쉬림프, 양파, 할라피뇨, 토마토, 나쵸칩, 사워크림",https://salady.com/menu/view_1?idx=147&ca_id=,[]
[],채소,salady,"{""name"": ""탄단지 샐러디"", ""base_kcal"": 322.9, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",샐러디,오리엔탈,,"{""name"": ""오리엔탈"", ""type"": ""recommended"", ""official"": ""오리엔탈""}",recommended,42,https://salady.com:443/superboard/data/product/thumb/2038866161_1R5LcnQb_1a5d9c99566a0e4a69ba66f9c02c202db77d1ac6.png,,main,Tandanji Salady,탄단지 샐러디,샐러디,"{""메뉴"": ""탄단지 샐러디"", ""열량(kcal)"": ""322.9"", ""탄수화물(g)"": ""34.3"", ""당류(g)"": ""17.6"", ""단백질(g)"": ""17.9"", ""지방(g)"": ""13.1"", ""포화지방(g)"": ""2.0"", ""나트륨(mg)"": ""225.3""}","{""메뉴"": ""탄단지 샐러디"", ""열량(kcal)"": ""322.9"", ""탄수화물(g)"": ""34.3"", ""당류(g)"": ""17.6"", ""단백질(g)"": ""17.9"", ""지방(g)"": ""13.1"", ""포화지방(g)"": ""2.0"", ""나트륨(mg)"": ""225.3""}",오리엔탈,[],"시즈닝 닭가슴살, 크랜베리, 스윗포테이토, 견과류",https://salady.com/menu/view_1?idx=42&ca_id=01,"[{""name"": ""로메인"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409362216533525826974.jpg""}, {""name"": ""프릴아이스"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2023050914224216836097629221.jpeg""}, {""name"": ""적채"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2026050710511217781186725711.png""}]"
[],채소,salady,"{""name"": ""치킨 콥 샐러디"", ""base_kcal"": 209.1, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",샐러디,(저당) 랜치,,"{""name"": ""(저당) 랜치"", ""type"": ""recommended"", ""official"": ""(저당) 랜치""}",recommended,41,https://salady.com:443/superboard/data/product/thumb/2038866161_34H6Nynl_174318c4fbfa1aa598da5600377b39a59952bb6c.png,,main,Chicken Cobb Salady,치킨 콥 샐러디,샐러디,"{""메뉴"": ""치킨 콥 샐러디"", ""열량(kcal)"": ""209.1"", ""탄수화물(g)"": ""7.6"", ""당류(g)"": ""2.1"", ""단백질(g)"": ""23.9"", ""지방(g)"": ""8.7"", ""포화지방(g)"": ""3.5"", ""나트륨(mg)"": ""404.7""}","{""메뉴"": ""치킨 콥 샐러디"", ""열량(kcal)"": ""209.1"", ""탄수화물(g)"": ""7.6"", ""당류(g)"": ""2.1"", ""단백질(g)"": ""23.9"", ""지방(g)"": ""8.7"", ""포화지방(g)"": ""3.5"", ""나트륨(mg)"": ""404.7""}",(저당) 랜치,"[""LOW SUGAR""]","시즈닝 닭가슴살, 에그, 옥수수, 올리브, 토마토, 슈레드치즈",https://salady.com/menu/view_1?idx=41&ca_id=01,"[{""name"": ""로메인"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409362216533525826974.jpg""}, {""name"": ""프릴아이스"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2023050914224216836097629221.jpeg""}, {""name"": ""적채"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2026050710511217781186725711.png""}]"
[],채소,salady,"{""name"": ""단호박 노릇두부 샐러디"", ""base_kcal"": 214.6, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",샐러디,(저당) 발사믹,,"{""name"": ""(저당) 발사믹"", ""type"": ""recommended"", ""official"": ""(저당) 발사믹""}",recommended,40,https://salady.com:443/superboard/data/product/thumb/2038866161_1eZ0B9Jg_d714ab4cbea7e76a539af72ac9bad9b880998713.png,,main,Sweet Pumpkin Golden Tofu Salady,단호박 노릇두부 샐러디,샐러디,"{""메뉴"": ""단호박 노릇두부 샐러디"", ""열량(kcal)"": ""214.6"", ""탄수화물(g)"": ""28.1"", ""당류(g)"": ""12.4"", ""단백질(g)"": ""6.8"", ""지방(g)"": ""8.4"", ""포화지방(g)"": ""1.1"", ""나트륨(mg)"": ""214.9""}","{""메뉴"": ""단호박 노릇두부 샐러디"", ""열량(kcal)"": ""214.6"", ""탄수화물(g)"": ""28.1"", ""당류(g)"": ""12.4"", ""단백질(g)"": ""6.8"", ""지방(g)"": ""8.4"", ""포화지방(g)"": ""1.1"", ""나트륨(mg)"": ""214.9""}",(저당) 발사믹,"[""VEGAN"", ""LOW SUGAR""]","두부, 단호박, 옥수수, 올리브, 당근라페, 적채",https://salady.com/menu/view_1?idx=40&ca_id=01,"[{""name"": ""로메인"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409362216533525826974.jpg""}, {""name"": ""프릴아이스"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2023050914224216836097629221.jpeg""}, {""name"": ""적채"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2026050710511217781186725711.png""}]"
[],채소,salady,"{""name"": ""타코 쉬림프 샐러디"", ""base_kcal"": 192.1, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",샐러디,크리미칠리,,"{""name"": ""크리미칠리"", ""type"": ""recommended"", ""official"": ""크리미칠리""}",recommended,143,https://salady.com:443/superboard/data/product/thumb/2038866161_quUiYZ9r_3cabfcf75e4324139e337e3b41fd9527538c7f9e.png,,main,Taco Shrimp Salady,타코 쉬림프 샐러디,샐러디,"{""메뉴"": ""타코 쉬림프 샐러디"", ""열량(kcal)"": ""192.1"", ""탄수화물(g)"": ""11.6"", ""당류(g)"": ""2.9"", ""단백질(g)"": ""15.7"", ""지방(g)"": ""9.2"", ""포화지방(g)"": ""3.0"", ""나트륨(mg)"": ""572.6""}","{""메뉴"": ""타코 쉬림프 샐러디"", ""열량(kcal)"": ""192.1"", ""탄수화물(g)"": ""11.6"", ""당류(g)"": ""2.9"", ""단백질(g)"": ""15.7"", ""지방(g)"": ""9.2"", ""포화지방(g)"": ""3.0"", ""나트륨(mg)"": ""572.6""}",크리미칠리,[],"케이준 쉬림프, 할라피뇨, 옥수수, 양파, 그라운드비프, 나쵸칩, 사워크림",https://salady.com/menu/view_1?idx=143&ca_id=01,"[{""name"": ""로메인"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409362216533525826974.jpg""}, {""name"": ""프릴아이스"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2023050914224216836097629221.jpeg""}, {""name"": ""적채"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2026050710511217781186725711.png""}]"
[],"곡물, 채소",salady,"{""name"": ""우삼겹 포케볼"", ""base_kcal"": 618.1, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",그레인볼,오리엔탈,,"{""name"": ""오리엔탈"", ""type"": ""recommended"", ""official"": ""오리엔탈""}",recommended,46,https://salady.com:443/superboard/data/product/thumb/2038866161_Ii78TZ6N_13cd9d678e7ccdd0004a2070a523d69b770d57bd.png,,main,Beef Loin Poke,우삼겹 포케볼,그레인볼,"{""메뉴"": ""우삼겹 포케볼"", ""열량(kcal)"": ""618.1"", ""탄수화물(g)"": ""68.0"", ""당류(g)"": ""6.2"", ""단백질(g)"": ""21.2"", ""지방(g)"": ""29.8"", ""포화지방(g)"": ""8.6"", ""나트륨(mg)"": ""226.0""}","{""메뉴"": ""우삼겹 포케볼"", ""열량(kcal)"": ""618.1"", ""탄수화물(g)"": ""68.0"", ""당류(g)"": ""6.2"", ""단백질(g)"": ""21.2"", ""지방(g)"": ""29.8"", ""포화지방(g)"": ""8.6"", ""나트륨(mg)"": ""226.0""}",오리엔탈,[],"우삼겹, 머쉬룸, 양파, 적채, 후리가케, 양파플레이크, 옥수수",https://salady.com/menu/view_1?idx=46&ca_id=02,"[{""name"": ""귀리"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409342716533524674305.jpg""}, {""name"": ""찹쌀"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409372716533526479982.jpg""}, {""name"": ""찰보리"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409380516533526852457.jpg""}, {""name"": ""로메인"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409362216533525826974.jpg""}, {""name"": ""프릴아이스"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2023050914224216836097629221.jpeg""}, {""name"": ""적채"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2026050710511217781186725711.png""}]"
[],"곡물, 채소",salady,"{""name"": ""청양간장 두부 비빔밥"", ""base_kcal"": 604.0, ""addon_kcal"": {""vegetable"": 3.0, ""grain"": 158.1, ""buckwheat"": 67.9, ""noodles"": 100.05}}",그레인볼,청양간장 소스포함(*별도 드레싱 미제공),,"{""name"": ""청양간장 소스포함"", ""type"": ""recommended"", ""official"": ""청양간장 소스포함""}",recommended,47,https://salady.com:443/superboard/data/product/thumb/2038866161_muGX1Oae_b6fd6050f9970a6cdb7e64a377394111f9decc04.png,,main,Chungyang Soy Tofu Bibimbap.,청양간장 두부 비빔밥,그레인볼,"{""메뉴"": ""청양간장 두부 비빔밥"", ""열량(kcal)"": ""604.0"", ""탄수화물(g)"": ""71.7"", ""당류(g)"": ""6.0"", ""단백질(g)"": ""17.8"", ""지방(g)"": ""28.1"", ""포화지방(g)"": ""3.7"", ""나트륨(mg)"": ""923.2""}","{""메뉴"": ""청양간장 두부 비빔밥"", ""열량(kcal)"": ""604.0"", ""탄수화물(g)"": ""71.7"", ""당류(g)"": ""6.0"", ""단백질(g)"": ""17.8"", ""지방(g)"": ""28.1"", ""포화지방(g)"": ""3.7"", ""나트륨(mg)"": ""923.2""}",청양간장 소스포함,"[""VEGAN""]","두부, 머쉬룸, 양파, 적채, 당근라페, 견과류, 참기름, 청양간장 드레싱",https://salady.com/menu/view_1?idx=47&ca_id=02,"[{""name"": ""귀리"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409342716533524674305.jpg""}, {""name"": ""찹쌀"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409372716533526479982.jpg""}, {""name"": ""찰보리"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409380516533526852457.jpg""}, {""name"": ""로메인"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2022052409362216533525826974.jpg""}, {""name"": ""프릴아이스"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2023050914224216836097629221.jpeg""}, {""name"": ""적채"", ""image_url"": ""https://salady.com:443/superboard/data/topping/2026050710511217781186725711.png""}]"
